ZD_deg,Etrue_min_TeV,Etrue_max_TeV,Aeff_m2,emig_mu_loc,emig_mu_scale,emig_mu_a,emig_model
20.0,0.29999999999999993,0.3776776235382501,20.903710485671134,,,,moyal
20.0,0.3776776235382501,0.47546795773833395,105.26484932479826,1.9061234805008933,0.3728792001042953,,moyal
20.0,0.47546795773833395,0.5985786944906637,647.8784584979559,1.3027278683779668,0.6960320677484304,7.691151493669681,skewnorm
20.0,0.5985786944906637,0.7535659294528738,4282.060939574818,1.1939312620602744,0.6379307683336992,4.852016081619511,skewnorm
20.0,0.7535659294528738,0.9486832980505134,21784.880701840273,1.1363211234108568,0.45027620063299095,3.437930897417337,skewnorm
20.0,0.9486832980505134,1.1943215116604913,73499.56557682634,1.0478792437539193,0.34478007592316684,3.3511143953286804,skewnorm
20.0,1.1943215116604913,1.503561700881816,165939.0256882689,0.9687725633260512,0.2866607185908614,2.95477573664128,skewnorm
20.0,1.503561700881816,1.8928720334405786,283277.5925988351,0.9255121306228941,0.25006721192286685,2.5173439240038302,skewnorm
20.0,1.8928720334405786,2.382984704172843,417325.6780064357,0.8953004814401253,0.2285434516259705,2.3169182274151137,skewnorm
20.0,2.382984704172843,2.9999999999999982,553959.9311908876,0.8795295934124112,0.22680932153924743,2.2156205795079082,skewnorm
20.0,2.9999999999999982,3.776776235382498,720574.126786069,0.8916320682470728,0.2054043225065706,1.6239464537724553,skewnorm
20.0,3.776776235382498,4.754679577383337,901885.8368261309,0.8897847821855708,0.2024444106045423,1.4987187172762289,skewnorm
20.0,4.754679577383337,5.985786944906636,1131689.059636512,0.8939906490153913,0.1892876025167754,1.3360465152123577,skewnorm
20.0,5.985786944906636,7.535659294528734,1393940.5952540163,0.8916986023664324,0.1895076292432221,1.3225828002442106,skewnorm
20.0,7.535659294528734,9.486832980505127,1728438.3387057309,0.8995153074736233,0.17952189836098545,1.0737671238837319,skewnorm
20.0,9.486832980505127,11.943215116604906,2104289.551090309,0.895956688556967,0.17512792869255728,1.123723485771775,skewnorm
20.0,11.943215116604906,15.035617008818157,2538924.42179231,0.9059775764161666,0.16310447140316447,0.9518725265609227,skewnorm
20.0,15.035617008818157,18.928720334405778,3021821.6668474097,0.9178009138585501,0.14961646396702216,0.7999883917264721,skewnorm
20.0,18.928720334405778,23.829847041728414,3607726.7764028637,0.9158323039975866,0.1435931246606334,0.8159154105899511,skewnorm
20.0,23.829847041728414,29.999999999999964,4208110.327893473,0.9199342901087226,0.13845618064147847,0.814954846130918,skewnorm
20.0,29.999999999999964,37.76776235382498,4967186.138295133,0.9298264186296017,0.13095005826839262,0.8003966124577867,skewnorm
20.0,37.76776235382498,47.546795773833324,5696875.164986247,0.9365061513581265,0.12445475128305383,0.6753920515600653,skewnorm
20.0,47.546795773833324,59.85786944906629,6782477.6124004545,0.9269895259060832,0.126230798197758,0.7749880513941959,skewnorm
20.0,59.85786944906629,75.3565929452873,7768881.990371441,0.9350459552338306,0.1237270759297592,0.6312153849452631,skewnorm
20.0,75.3565929452873,94.86832980505127,8823051.710067745,0.9051486558041687,0.0826419299439927,,moyal
20.0,94.86832980505127,119.43215116604912,9891262.612402497,1.0570458659031319,0.1449755977834461,-0.8254428792979922,skewnorm
20.0,119.43215116604912,150.3561700881815,11044108.563583467,1.0732732575255364,0.16391296187009113,-1.1686047412708218,skewnorm
20.0,150.3561700881815,189.2872033440576,12750110.835155327,1.0696385781914999,0.17846348411777707,-1.6838765512272698,skewnorm
20.0,189.2872033440576,238.29847041728425,13787266.842309663,1.0446798440988299,0.20674738113812144,-2.8670725510410193,skewnorm
20.0,238.29847041728425,299.9999999999995,15667001.564469548,0.9462765345938204,0.19361579324546951,-2.8182047480468393,skewnorm
30.0,0.29999999999999993,0.3776776235382501,0.0,,,,moyal
30.0,0.3776776235382501,0.47546795773833395,0.0,,,,moyal
30.0,0.47546795773833395,0.5985786944906637,91.40431037883288,1.7487313824572799,0.21736539609356617,,moyal
30.0,0.5985786944906637,0.7535659294528738,541.5115721573359,1.2749103983134198,0.9452720983210801,8.743496631723023,skewnorm
30.0,0.7535659294528738,0.9486832980505134,3868.776203151809,1.2110545869350273,0.6669234398603598,5.778628801134892,skewnorm
30.0,0.9486832980505134,1.1943215116604913,19616.1023869493,1.1361478130260654,0.5414741291078038,4.2394288251552865,skewnorm
30.0,1.1943215116604913,1.503561700881816,66380.61583020736,1.0727913480335296,0.3819249307591652,2.9347627655944306,skewnorm
30.0,1.503561700881816,1.8928720334405786,152828.7207050614,0.978584958316342,0.3100286843287925,3.0953129427705024,skewnorm
30.0,1.8928720334405786,2.382984704172843,277303.3858499301,0.9286718106039726,0.26413662091578294,2.7022558240983807,skewnorm
30.0,2.382984704172843,2.9999999999999982,409062.3665461788,0.8910003602781547,0.24611856278968694,2.570890431061102,skewnorm
30.0,2.9999999999999982,3.776776235382498,555688.8112776492,0.8727254540652492,0.23826917578440365,2.3065433019351707,skewnorm
30.0,3.776776235382498,4.754679577383337,706575.0149903839,0.8729442247864001,0.22525225307720476,1.8165431342791933,skewnorm
30.0,4.754679577383337,5.985786944906636,915978.724478702,0.8728260063478241,0.21825386919198192,1.6639748951154925,skewnorm
30.0,5.985786944906636,7.535659294528734,1127122.4929722366,0.8797548170620382,0.20719595793498624,1.382332007992189,skewnorm
30.0,7.535659294528734,9.486832980505127,1391140.3417720983,0.8861865235523718,0.1954157845594683,1.206509141596582,skewnorm
30.0,9.486832980505127,11.943215116604906,1728437.7008877944,0.8921286104224246,0.1863033696963965,1.0815132847625166,skewnorm
30.0,11.943215116604906,15.035617008818157,2069954.2391081818,0.8998101624553148,0.17504322849275405,0.959683993542038,skewnorm
30.0,15.035617008818157,18.928720334405778,2447962.9597275676,0.8996233776205691,0.16634769914015124,0.9508381870011515,skewnorm
30.0,18.928720334405778,23.829847041728414,2913130.3973173485,0.9145710078106026,0.1532407248559341,0.7733097373067335,skewnorm
30.0,23.829847041728414,29.999999999999964,3474739.5819694977,0.9278946957584095,0.13917774275002176,0.6594244074289686,skewnorm
30.0,29.999999999999964,37.76776235382498,4092352.948987949,0.9252927628583121,0.1330432749147638,0.7552028336215327,skewnorm
30.0,37.76776235382498,47.546795773833324,4897635.991539084,0.910466689712663,0.07724089075030549,,moyal
30.0,47.546795773833324,59.85786944906629,5545015.605511178,0.9273818956929767,0.1278763556473419,0.8284799859163968,skewnorm
30.0,59.85786944906629,75.3565929452873,6569889.149198864,0.9172894659347669,0.07451357919144448,,moyal
30.0,75.3565929452873,94.86832980505127,7541131.059425516,0.9362032823739073,0.11991547071194755,0.6721234361002282,skewnorm
30.0,94.86832980505127,119.43215116604912,8620464.354953824,1.047105978761212,0.12530096889750564,-0.8016594170696885,skewnorm
30.0,119.43215116604912,150.3561700881815,9674822.8178981,1.0592438831187514,0.13767751407820034,-1.0708418707168235,skewnorm
30.0,150.3561700881815,189.2872033440576,10692994.654437708,1.0643970287246662,0.15793742907689476,-1.5720645140061116,skewnorm
30.0,189.2872033440576,238.29847041728425,12554105.42655214,1.0426716933021631,0.17921633123281638,-2.6065310738912695,skewnorm
30.0,238.29847041728425,299.9999999999995,13351154.521424558,0.9672299971480448,0.18562719583822118,-3.0929404749186977,skewnorm
40.0,0.29999999999999993,0.3776776235382501,,,,,moyal
40.0,0.3776776235382501,0.47546795773833395,,,,,moyal
40.0,0.47546795773833395,0.5985786944906637,0.0,,,,moyal
40.0,0.5985786944906637,0.7535659294528738,40.254117450288156,,,,moyal
40.0,0.7535659294528738,0.9486832980505134,168.92310462504955,2.2563089943751766,0.5473547838496433,,moyal
40.0,0.9486832980505134,1.1943215116604913,1176.7274594190715,1.3651607837475193,1.0434712230415875,8.788272016820926,skewnorm
40.0,1.1943215116604913,1.503561700881816,6603.885271384387,1.2995505956101734,0.7227939960162649,4.819975705917579,skewnorm
40.0,1.503561700881816,1.8928720334405786,30047.642411663535,1.197361390865067,0.4965892999638347,3.4218994339903697,skewnorm
40.0,1.8928720334405786,2.382984704172843,92691.75472031164,1.0650726022264847,0.38628583616620826,3.3373551350031225,skewnorm
40.0,2.382984704172843,2.9999999999999982,196908.29978084445,0.9721598856295248,0.3197121225330324,3.1822745698121917,skewnorm
40.0,2.9999999999999982,3.776776235382498,328278.4304589827,0.9112070867055755,0.2826231753307258,3.1303433186235132,skewnorm
40.0,3.776776235382498,4.754679577383337,485283.1772778123,0.8781569374786984,0.25985165814339,2.6390320494799218,skewnorm
