ZD_deg,Ereco_min_TeV,Ereco_max_TeV,BckgRate_per_second,Theta_cut_deg,Gammaness_cut
20.0,1.201064621002083,1.6016454135193978,2.2982298229822984,8.321459548396916,0.7932085735916684
20.0,1.6016454135193978,2.1358284856542067,2.5592559255925593,7.664272831747546,0.837767207884825
20.0,2.1358284856542067,2.8481730610448213,2.1782178217821784,6.944100059411616,0.8580227578647375
20.0,2.8481730610448213,3.798099819413488,1.5571557155715572,6.242986599309785,0.8732482653364496
20.0,3.798099819413488,5.064847510683537,1.3051305130513051,5.7871366552492525,0.8829048881751168
20.0,5.064847510683537,6.754082706135557,1.3651365136513651,5.555999117856303,0.8884887483558299
20.0,6.754082706135557,9.006714043235426,1.311131113111311,5.455762631640716,0.8891739625574752
20.0,9.006714043235426,12.010646210020829,1.251125112511251,5.4397943640795985,0.8835043650984582
20.0,12.010646210020829,16.016454135193975,1.1521152115211521,5.506339809419841,0.8740362331257995
20.0,16.016454135193975,21.358284856542063,1.1941194119411942,5.75200702851448,0.8597007858637228
20.0,21.358284856542063,28.48173061044821,1.008100810081008,5.8578930551552215,0.8479700457402051
20.0,28.48173061044821,37.98099819413488,0.9870987098709871,6.234995846913522,0.831972693003355
20.0,37.98099819413488,50.64847510683537,0.8550855085508551,6.6551348895253115,0.8139388499966114
20.0,50.64847510683537,67.54082706135557,0.978097809780978,7.1393309972835794,0.7918306024295458
30.0,1.4417783234573573,1.9226422947588913,1.8522287807856708,8.064262750654166,0.7588192244041994
30.0,1.9226422947588913,2.5638847064446564,2.6602890291064525,7.491008348556565,0.8121999373584081
30.0,2.5638847064446564,3.418995205639722,2.15347038469367,6.651557120999803,0.8438946466192265
30.0,3.418995205639722,4.559303383184221,1.8481579483004273,6.013456054624795,0.8619639579611865
30.0,4.559303383184221,6.0799287772109105,1.5224913494809689,5.524968773240395,0.8695624016584139
30.0,6.0799287772109105,8.107715330437301,1.3006309790352126,5.268231448966356,0.875788900206758
30.0,8.107715330437301,10.811812159017284,1.479747608385915,5.108255633272618,0.8688642038521829
30.0,10.811812159017284,14.41778323457357,1.3718705475269692,5.212484259667139,0.8628967258910726
30.0,14.41778323457357,19.226422947588908,1.2293914105434562,5.1803051643338724,0.852435588245179
30.0,19.226422947588908,25.63884706444656,1.2741705678811317,5.419925021647959,0.8336020176433214
30.0,25.63884706444656,34.18995205639721,1.2192143293303481,5.487346638586269,0.8189507229279757
30.0,34.18995205639721,45.5930338318422,1.0095664563403215,5.710637425148142,0.8009256700243237
30.0,45.5930338318422,60.79928777210909,1.0787706085894566,6.249763712211094,0.782165650597657
40.0,2.1631697541438433,2.8846332285582834,1.6738097996061625,7.738773789349287,0.7249176009231458
40.0,2.8846332285582834,3.846720234212955,2.6236534229120814,6.982781236350171,0.7825269414768061
40.0,3.846720234212955,5.129683875859297,2.3908259006139234,6.162881627594558,0.8186874322315691
40.0,5.129683875859297,6.8405433886810005,1.8382949148615777,5.6051075404650454,0.8407671789215987
40.0,6.8405433886810005,9.122011216449247,1.6124174678559018,5.173797247707946,0.8445483157771202
40.0,9.122011216449247,12.164397461569306,1.5104830302328276,5.0515093604825445,0.8376288018020144
40.0,12.164397461569306,16.221484724355804,1.5904088960963745,4.91572980301524,0.8271621248520701
40.0,16.221484724355804,21.631697541438438,1.3378894938028496,4.963349742030669,0.8108630819208739
40.0,21.631697541438438,28.84633228558284,1.4490906984825669,5.0239107743753575,0.7952359497431375
40.0,28.84633228558284,38.46720234212956,1.4340322020155218,5.195445593392152,0.7771451881642271
40.0,38.46720234212956,51.29683875859298,1.285763929109232,5.259198074963889,0.761874371319309
40.0,51.29683875859298,68.40543388681003,1.253330244410981,5.477989140492909,0.7460017595065151
60.0,8.941678863179723,11.923920403571946,2.266612818043431,7.8794391743020995,0.6569876560357769
60.0,11.923920403571946,15.900803413572742,3.3980552362608343,6.37434676547775,0.6791082005757227
60.0,15.900803413572742,21.204062140614994,3.1694056975985587,5.473677692985091,0.7014607342428492
60.0,21.204062140614994,28.276071313433025,2.835130013358601,5.112528979613625,0.7104132481463408
60.0,28.276071313433025,37.706747113841494,2.6499735934636055,4.728127571153902,0.704033403830035
60.0,37.706747113841494,50.28275541347019,2.7655410233309516,4.645368197118499,0.6902720011409125
60.0,50.28275541347019,67.05313201208891,2.915281617944018,4.6388078959191095,0.6742427735680733
