ZD_deg,Etrue_min_TeV,Etrue_max_TeV,Aeff_m2,emig_mu_loc,emig_mu_scale,emig_mu_a,emig_model
30.0,17.78279410038934,19.952623149688932,7729363.617044502,-0.1034114669037956,0.08511538760453555,,moyal
30.0,19.952623149688932,22.38721138568356,8362839.720086565,-0.09434652746859566,0.082351540397027,,moyal
30.0,22.38721138568356,25.118864315095976,8965561.616912061,-0.09458983326470756,0.07961074990212069,,moyal
30.0,25.118864315095976,28.183829312644722,10115006.280001031,-0.09262895887292831,0.07871404216184179,,moyal
30.0,28.183829312644722,31.62277660168402,11205064.980794251,-0.06864182786455139,0.1234760105342058,0.6800765036772707,skewnorm
30.0,31.62277660168402,35.481338923357825,12020873.47562558,-0.08987658074509058,0.0730293325514071,,moyal
30.0,35.481338923357825,39.81071705535002,13052490.12786674,-0.08450247702580688,0.07199192729728479,,moyal
40.0,0.01,0.011220184543019636,0.0,0.0,0.2,,moyal
40.0,0.011220184543019636,0.012589254117941675,0.0,0.0,0.2,,moyal
40.0,0.012589254117941675,0.014125375446227547,0.0,0.0,0.2,,moyal
40.0,0.014125375446227547,0.01584893192461114,0.0,0.0,0.2,,moyal
40.0,0.01584893192461114,0.017782794100389236,0.0,0.0,0.2,,moyal
40.0,0.017782794100389236,0.01995262314968881,0.0,0.0,0.2,,moyal
40.0,0.01995262314968881,0.022387211385683413,0.0,0.0,0.2,,moyal
40.0,0.022387211385683413,0.025118864315095822,0.0,0.0,0.2,,moyal
40.0,0.025118864315095822,0.028183829312644564,0.0,0.0,0.2,,moyal
40.0,0.028183829312644564,0.031622776601683826,0.0,0.0,0.2,,moyal
40.0,0.031622776601683826,0.035481338923357586,0.0,0.0,0.2,,moyal
40.0,0.035481338923357586,0.039810717055349776,0.0,0.0,0.2,,moyal
40.0,0.039810717055349776,0.04466835921509637,0.0,0.0,0.2,,moyal
40.0,0.04466835921509637,0.050118723362727303,0.0,0.0,0.2,,moyal
40.0,0.050118723362727303,0.056234132519034995,0.0,0.0,0.2,,moyal
40.0,0.056234132519034995,0.06309573444801943,0.0,0.0,0.2,,moyal
40.0,0.06309573444801943,0.07079457843841391,0.0,0.0,0.2,,moyal
40.0,0.07079457843841391,0.07943282347242829,0.0,0.0,0.2,,moyal
40.0,0.07943282347242829,0.08912509381337473,0.0,0.0,0.2,,moyal
40.0,0.08912509381337473,0.1000000000000002,0.0,0.0,0.2,,moyal
40.0,0.1000000000000002,0.11220184543019658,0.0,0.0,0.2,,moyal
40.0,0.11220184543019658,0.125892541179417,0.0,0.0,0.2,,moyal
40.0,0.125892541179417,0.14125375446227575,0.0,0.0,0.2,,moyal
40.0,0.14125375446227575,0.15848931924611173,0.0,0.0,0.2,,moyal
40.0,0.15848931924611173,0.17782794100389274,0.0,0.0,0.2,,moyal
40.0,0.17782794100389274,0.1995262314968885,0.0,0.0,0.2,,moyal
40.0,0.1995262314968885,0.2238721138568346,0.0,0.0,0.2,,moyal
40.0,0.2238721138568346,0.25118864315095873,0.0,0.0,0.2,,moyal
40.0,0.25118864315095873,0.2818382931264462,0.0,0.0,0.2,,moyal
40.0,0.2818382931264462,0.3162277660168389,0.0,0.0,0.2,,moyal
40.0,0.3162277660168389,0.3548133892335766,0.0,0.0,0.2,,moyal
40.0,0.3548133892335766,0.39810717055349853,0.0,0.0,0.2,,moyal
40.0,0.39810717055349853,0.44668359215096465,0.0,0.0,0.2,,moyal
40.0,0.44668359215096465,0.501187233627274,0.0,0.0,0.2,,moyal
40.0,0.501187233627274,0.5623413251903511,29.131193484641273,0.0,0.2,,moyal
40.0,0.5623413251903511,0.6309573444801956,32.68573668560858,0.0,0.2,,moyal
40.0,0.6309573444801956,0.7079457843841406,183.36999876853793,0.0,0.2,,moyal
40.0,0.7079457843841406,0.7943282347242846,205.74452258362768,0.0,0.2,,moyal
40.0,0.7943282347242846,0.8912509381337491,507.86813266282985,0.0,0.2,,moyal
40.0,0.8912509381337491,1.000000000000004,1139.6748343991483,0.9499329599217596,0.3469313878087362,,moyal
40.0,1.000000000000004,1.1220184543019676,3545.586725548284,0.5100635305091743,0.9147322987878483,5.656064712894276,skewnorm
40.0,1.1220184543019676,1.2589254117941726,11804.20797488806,0.45907377922621834,0.736242745191034,4.8188032131645695,skewnorm
40.0,1.2589254117941726,1.4125375446227613,22464.494641859394,0.3855446269008813,0.6598846409748799,4.764356680054499,skewnorm
40.0,1.4125375446227613,1.5848931924611207,55419.429477020996,0.33340406406719014,0.4831285767536567,3.700347303832051,skewnorm
40.0,1.5848931924611207,1.77827941003893,112756.00898152159,0.2438119408770223,0.4400112517374725,3.2791683413548833,skewnorm
40.0,1.77827941003893,1.995262314968889,221400.06509373212,0.16326324140848192,0.39019207068996875,3.377373800475631,skewnorm
40.0,1.995262314968889,2.2387211385683514,363460.541987952,0.09213525333679926,0.34058174656604173,2.935023184396424,skewnorm
40.0,2.2387211385683514,2.5118864315095926,585038.6796754211,0.03150803550781944,0.31581014186183864,3.005802187583125,skewnorm
40.0,2.5118864315095926,2.8183829312644666,796293.9412691334,-0.003703945328309223,0.2853500544802423,2.6248155101155835,skewnorm
40.0,2.8183829312644666,3.1622776601683955,1065955.5238308199,-0.045670150463416756,0.27244945305808793,2.6959473348136695,skewnorm
40.0,3.1622776601683955,3.548133892335775,1343249.8984689848,-0.07353024647298947,0.26143078301888967,2.7992624112925393,skewnorm
40.0,3.548133892335775,3.9810717055349936,1684305.3701104023,-0.1031232351353703,0.25235161433851594,2.827229028043004,skewnorm
40.0,3.9810717055349936,4.466835921509653,1987934.1610070912,-0.1087892951305037,0.23610043450642926,2.444686548167944,skewnorm
40.0,4.466835921509653,5.01187233627275,2327341.563724818,-0.05430812163880909,0.0925226320173679,,moyal
40.0,5.01187233627275,5.623413251903525,2708035.7463322463,-0.06253125564378872,0.09613939976965577,,moyal
40.0,5.623413251903525,6.309573444801969,3162018.166965792,-0.07322491636500597,0.0940681054952181,,moyal
40.0,6.309573444801969,7.079457843841417,3516303.0963855037,-0.08088191774848182,0.09398775662906851,,moyal
40.0,7.079457843841417,7.943282347242862,3965108.439231666,-0.0869521648313924,0.0957259594292219,,moyal
40.0,7.943282347242862,8.912509381337514,4501096.750299923,-0.09558218267848047,0.09582096492533612,,moyal
40.0,8.912509381337514,10.000000000000062,5177749.986281617,-0.0990951046011821,0.09485381673429225,,moyal
40.0,10.000000000000062,11.220184543019698,5491009.474795867,-0.1301835023697065,0.1942658503980372,1.475759920634415,skewnorm
40.0,11.220184543019698,12.589254117941753,6236013.0749104805,-0.10478453215605349,0.09624810065634828,,moyal
40.0,12.589254117941753,14.125375446227642,6931064.926634941,-0.10515875197259142,0.09575983963453161,,moyal
40.0,14.125375446227642,15.84893192461124,7826044.470740233,-0.11670185954214476,0.17902490501662535,1.164508253290522,skewnorm
40.0,15.84893192461124,17.78279410038934,8317598.080834635,-0.11020592137077476,0.09527993836542899,,moyal
40.0,17.78279410038934,19.952623149688932,9547490.20201124,-0.10983767616230912,0.09228817463078831,,moyal
40.0,19.952623149688932,22.38721138568356,10181302.163727634,-0.10815058022483412,0.09140297503543093,,moyal
40.0,22.38721138568356,25.118864315095976,11193288.973683244,-0.10403334860867677,0.08637549116792753,,moyal
40.0,25.118864315095976,28.183829312644722,12150271.689112095,-0.1038518329087521,0.08549150926190992,,moyal
40.0,28.183829312644722,31.62277660168402,13726204.601472957,-0.10289255135946165,0.08103793153951024,,moyal
40.0,31.62277660168402,35.481338923357825,14384610.981688958,-0.09770782080233262,0.08102050608805905,,moyal
40.0,35.481338923357825,39.81071705535002,16032557.790177915,-0.09460779773101122,0.07953640870499357,,moyal
60.0,0.01,0.011220184543019636,0.0,0.0,0.2,,moyal
60.0,0.011220184543019636,0.012589254117941675,0.0,0.0,0.2,,moyal
60.0,0.012589254117941675,0.014125375446227547,0.0,0.0,0.2,,moyal
60.0,0.014125375446227547,0.01584893192461114,0.0,0.0,0.2,,moyal
60.0,0.01584893192461114,0.017782794100389236,0.0,0.0,0.2,,moyal
60.0,0.017782794100389236,0.01995262314968881,0.0,0.0,0.2,,moyal
60.0,0.01995262314968881,0.022387211385683413,0.0,0.0,0.2,,moyal
60.0,0.022387211385683413,0.025118864315095822,0.0,0.0,0.2,,moyal
60.0,0.025118864315095822,0.028183829312644564,0.0,0.0,0.2,,moyal
60.0,0.028183829312644564,0.031622776601683826,0.0,0.0,0.2,,moyal
60.0,0.031622776601683826,0.035481338923357586,0.0,0.0,0.2,,moyal
60.0,0.035481338923357586,0.039810717055349776,0.0,0.0,0.2,,moyal
60.0,0.039810717055349776,0.04466835921509637,0.0,0.0,0.2,,moyal
60.0,0.04466835921509637,0.050118723362727303,0.0,0.0,0.2,,moyal
60.0,0.050118723362727303,0.056234132519034995,0.0,0.0,0.2,,moyal
60.0,0.056234132519034995,0.06309573444801943,0.0,0.0,0.2,,moyal
60.0,0.06309573444801943,0.07079457843841391,0.0,0.0,0.2,,moyal
60.0,0.07079457843841391,0.07943282347242829,0.0,0.0,0.2,,moyal
60.0,0.07943282347242829,0.08912509381337473,0.0,0.0,0.2,,moyal
60.0,0.08912509381337473,0.1000000000000002,0.0,0.0,0.2,,moyal
60.0,0.1000000000000002,0.11220184543019658,0.0,0.0,0.2,,moyal
60.0,0.11220184543019658,0.125892541179417,0.0,0.0,0.2,,moyal
60.0,0.125892541179417,0.14125375446227575,0.0,0.0,0.2,,moyal
60.0,0.14125375446227575,0.15848931924611173,0.0,0.0,0.2,,moyal
60.0,0.15848931924611173,0.17782794100389274,0.0,0.0,0.2,,moyal
60.0,0.17782794100389274,0.1995262314968885,0.0,0.0,0.2,,moyal
60.0,0.1995262314968885,0.2238721138568346,0.0,0.0,0.2,,moyal
60.0,0.2238721138568346,0.25118864315095873,0.0,0.0,0.2,,moyal
60.0,0.25118864315095873,0.2818382931264462,0.0,0.0,0.2,,moyal
60.0,0.2818382931264462,0.3162277660168389,0.0,0.0,0.2,,moyal
60.0,0.3162277660168389,0.3548133892335766,0.0,0.0,0.2,,moyal
60.0,0.3548133892335766,0.39810717055349853,0.0,0.0,0.2,,moyal
60.0,0.39810717055349853,0.44668359215096465,0.0,0.0,0.2,,moyal
60.0,0.44668359215096465,0.501187233627274,0.0,0.0,0.2,,moyal
60.0,0.501187233627274,0.5623413251903511,0.0,0.0,0.2,,moyal
60.0,0.5623413251903511,0.6309573444801956,0.0,0.0,0.2,,moyal
60.0,0.6309573444801956,0.7079457843841406,0.0,0.0,0.2,,moyal
60.0,0.7079457843841406,0.7943282347242846,0.0,0.0,0.2,,moyal
60.0,0.7943282347242846,0.8912509381337491,0.0,0.0,0.2,,moyal
60.0,0.8912509381337491,1.000000000000004,0.0,0.0,0.2,,moyal
60.0,1.000000000000004,1.1220184543019676,0.0,0.0,0.2,,moyal
60.0,1.1220184543019676,1.2589254117941726,0.0,0.0,0.2,,moyal
60.0,1.2589254117941726,1.4125375446227613,0.0,0.0,0.2,,moyal
60.0,1.4125375446227613,1.5848931924611207,82.10285848447555,0.0,0.2,,moyal
60.0,1.5848931924611207,1.77827941003893,0.0,0.0,0.2,,moyal
60.0,1.77827941003893,1.995262314968889,0.0,0.0,0.2,,moyal
60.0,1.995262314968889,2.2387211385683514,0.0,0.0,0.2,,moyal
60.0,2.2387211385683514,2.5118864315095926,0.0,0.0,0.2,,moyal
60.0,2.5118864315095926,2.8183829312644666,292.00364549656524,0.0,0.2,,moyal
60.0,2.8183829312644666,3.1622776601683955,982.9004369117748,0.0,0.2,,moyal
60.0,3.1622776601683955,3.548133892335775,1470.4432386086316,0.0,0.2,,moyal
60.0,3.548133892335775,3.9810717055349936,4537.127236736727,1.2529448775227854,0.3012887444789658,,moyal
60.0,3.9810717055349936,4.466835921509653,15503.618762364698,0.7322978994016944,0.6432883116721824,4.345017952515542,skewnorm
60.0,4.466835921509653,5.01187233627275,37646.645107106044,0.4787174196639592,0.7368696584674661,14.148076109178106,skewnorm
60.0,5.01187233627275,5.623413251903525,91471.94754177339,0.407481940168519,0.5797702286220823,5.9885153138090335,skewnorm
60.0,5.623413251903525,6.309573444801969,181078.98123827256,0.25526189725002624,0.5213711582614442,5.106092623803644,skewnorm
60.0,6.309573444801969,7.079457843841417,356838.0176035769,0.19572380667232353,0.48579950855639575,4.205677931787736,skewnorm
60.0,7.079457843841417,7.943282347242862,588429.3345891741,0.1353592422517811,0.4325893994422567,3.2525491688461385,skewnorm
60.0,7.943282347242862,8.912509381337514,909545.6557688838,0.08137293819763089,0.36538161134149477,2.9688265447501068,skewnorm
60.0,8.912509381337514,10.000000000000062,1439098.4954367513,0.04298277294659976,0.35999712142258156,2.8613005458717105,skewnorm
60.0,10.000000000000062,11.220184543019698,1972159.9606205542,-0.016432712798517594,0.3552502958088516,3.0750746875414134,skewnorm
60.0,11.220184543019698,12.589254117941753,2634099.2271034755,-0.04462508077394474,0.32850636409978196,2.899572142582451,skewnorm
60.0,12.589254117941753,14.125375446227642,3432604.0509759826,-0.06827252646113237,0.3150260698951468,2.609892912902926,skewnorm
60.0,14.125375446227642,15.84893192461124,4514836.188061324,-0.09343673297684751,0.2984942476412372,2.4794687750065583,skewnorm
60.0,15.84893192461124,17.78279410038934,5773218.204960754,-0.02890501485062983,0.11305534021233656,,moyal
60.0,17.78279410038934,19.952623149688932,7099892.8437387915,-0.12546550126988087,0.2736372373023125,2.2229176562090776,skewnorm
60.0,19.952623149688932,22.38721138568356,8374437.057099583,-0.07104897471287415,0.10863047173758784,,moyal
60.0,22.38721138568356,25.118864315095976,9646111.504523817,-0.08233731494679938,0.10772643241804072,,moyal
60.0,25.118864315095976,28.183829312644722,11483043.359152444,-0.09453248087092472,0.10913095769642034,,moyal
60.0,28.183829312644722,31.62277660168402,13588598.540305309,-0.10039209536567181,0.10813427144059194,,moyal
60.0,31.62277660168402,35.481338923357825,15437815.951342389,-0.10820441207320261,0.10604801120475257,,moyal
60.0,35.481338923357825,39.81071705535002,17280267.78028052,-0.11110904970111672,0.10791500925424624,,moyal
