ZD_deg,Ereco_min_TeV,Ereco_max_TeV,BckgRate_per_second,Theta_cut_deg,Gammaness_cut
20.0,0.01,0.011220184543019636,1e-12,5.615490292878359,0.5668541855198038
20.0,0.011220184543019636,0.012589254117941675,1e-12,5.615490292878359,0.5668541855198038
20.0,0.012589254117941675,0.014125375446227547,1e-12,5.615490292878359,0.5668541855198038
20.0,0.014125375446227547,0.01584893192461114,1e-12,5.615490292878359,0.5668541855198038
20.0,0.01584893192461114,0.017782794100389236,1e-12,5.615490292878359,0.5668541855198038
20.0,0.017782794100389236,0.01995262314968881,1e-12,5.615490292878359,0.5668541855198038
20.0,0.01995262314968881,0.022387211385683413,1e-12,5.615490292878359,0.5668541855198038
20.0,0.022387211385683413,0.025118864315095822,1e-12,5.615490292878359,0.5668541855198038
20.0,0.025118864315095822,0.028183829312644564,1e-12,5.615490292878359,0.5668541855198038
20.0,0.028183829312644564,0.031622776601683826,1e-12,5.615490292878359,0.5668541855198038
20.0,0.031622776601683826,0.035481338923357586,1e-12,5.615490292878359,0.5668541855198038
20.0,0.035481338923357586,0.039810717055349776,1e-12,5.615490292878359,0.5668541855198038
20.0,0.039810717055349776,0.04466835921509637,1e-12,5.615490292878359,0.5668541855198038
20.0,0.04466835921509637,0.050118723362727303,1e-12,5.615490292878359,0.5668541855198038
20.0,0.050118723362727303,0.056234132519034995,1e-12,5.615490292878359,0.5668541855198038
20.0,0.056234132519034995,0.06309573444801943,1e-12,5.615490292878359,0.5668541855198038
20.0,0.06309573444801943,0.07079457843841391,1e-12,5.615490292878359,0.5668541855198038
20.0,0.07079457843841391,0.07943282347242829,1e-12,5.615490292878359,0.5668541855198038
20.0,0.07943282347242829,0.08912509381337473,1e-12,5.615490292878359,0.5668541855198038
20.0,0.08912509381337473,0.1000000000000002,1e-12,5.615490292878359,0.5668541855198038
20.0,0.1000000000000002,0.11220184543019658,1e-12,5.615490292878359,0.5668541855198038
20.0,0.11220184543019658,0.125892541179417,1e-12,5.615490292878359,0.5668541855198038
20.0,0.125892541179417,0.14125375446227575,1e-12,5.615490292878359,0.5668541855198038
20.0,0.14125375446227575,0.15848931924611173,1e-12,5.615490292878359,0.5668541855198038
20.0,0.15848931924611173,0.17782794100389274,1e-12,5.615490292878359,0.5668541855198038
20.0,0.17782794100389274,0.1995262314968885,1e-12,5.615490292878359,0.5668541855198038
20.0,0.1995262314968885,0.2238721138568346,1e-12,5.615490292878359,0.5668541855198038
20.0,0.2238721138568346,0.25118864315095873,1e-12,5.615490292878359,0.5668541855198038
20.0,0.25118864315095873,0.2818382931264462,1e-12,5.615490292878359,0.5668541855198038
20.0,0.2818382931264462,0.3162277660168389,1e-12,5.615490292878359,0.5668541855198038
20.0,0.3162277660168389,0.3548133892335766,1e-12,5.615490292878359,0.5668541855198038
20.0,0.3548133892335766,0.39810717055349853,1e-12,5.615490292878359,0.5668541855198038
20.0,0.39810717055349853,0.44668359215096465,1e-12,5.615490292878359,0.5668541855198038
20.0,0.44668359215096465,0.501187233627274,1e-12,5.615490292878359,0.5668541855198038
20.0,0.501187233627274,0.5623413251903511,1e-12,5.615490292878359,0.5668541855198038
20.0,0.5623413251903511,0.6309573444801956,1e-12,5.615490292878359,0.5668541855198038
20.0,0.6309573444801956,0.7079457843841406,1e-12,5.615490292878359,0.5668541855198038
20.0,0.7079457843841406,0.7943282347242846,1e-12,5.615490292878359,0.5668541855198038
20.0,0.7943282347242846,0.8912509381337491,0.0001795654516071108,5.615490292878359,0.5668541855198038
20.0,0.8912509381337491,1.000000000000004,0.0001795654516071108,5.615490292878359,0.5668541855198038
20.0,1.000000000000004,1.1220184543019676,0.0007182618064284432,5.615490292878359,0.5668541855198038
20.0,1.1220184543019676,1.2589254117941726,0.002513916322499551,5.615490292878359,0.5668541855198038
20.0,1.2589254117941726,1.4125375446227613,0.010594361644819536,5.615490292878359,0.5668541855198038
20.0,1.4125375446227613,1.5848931924611207,0.01795654516071108,5.615490292878359,0.5668541855198038
20.0,1.5848931924611207,1.77827941003893,0.02047046148321063,5.615490292878359,0.5668541855198038
20.0,1.77827941003893,1.995262314968889,0.030526126773208834,5.615490292878359,0.5668541855198038
20.0,1.995262314968889,2.2387211385683514,0.03196265038606572,5.615490292878359,0.5668541855198038
20.0,2.2387211385683514,2.5118864315095926,0.02908960316035195,5.615490292878359,0.5668541855198038
20.0,2.5118864315095926,2.8183829312644666,0.028550906805530615,5.615490292878359,0.5668541855198038
20.0,2.8183829312644666,3.1622776601683955,0.02944873406356617,5.615490292878359,0.5668541855198038
20.0,3.1622776601683955,3.548133892335775,0.02962829951517328,5.615490292878359,0.5668541855198038
20.0,3.548133892335775,3.9810717055349936,0.0316035194828515,5.615490292878359,0.5668541855198038
20.0,3.9810717055349936,4.466835921509653,0.03214221583767283,5.615490292878359,0.5668541855198038
20.0,4.466835921509653,5.01187233627275,0.030526126773208834,5.615490292878359,0.5668541855198038
20.0,5.01187233627275,5.623413251903525,0.040043095708385705,5.615490292878359,0.5668541855198038
20.0,5.623413251903525,6.309573444801969,0.03986353025677859,5.615490292878359,0.5668541855198038
20.0,6.309573444801969,7.079457843841417,0.04848267193391991,5.615490292878359,0.5668541855198038
20.0,7.079457843841417,7.943282347242862,0.04543005925659903,5.615490292878359,0.5668541855198038
20.0,7.943282347242862,8.912509381337514,0.04560962470820614,5.615490292878359,0.5668541855198038
20.0,8.912509381337514,10.000000000000062,0.04560962470820614,5.615490292878359,0.5668541855198038
20.0,10.000000000000062,11.220184543019698,0.048841802837134136,5.615490292878359,0.5668541855198038
20.0,11.220184543019698,12.589254117941753,0.05548572454659723,5.615490292878359,0.5668541855198038
20.0,12.589254117941753,14.125375446227642,0.044711797450170586,5.615490292878359,0.5668541855198038
20.0,14.125375446227642,15.84893192461124,0.044173101095349256,5.615490292878359,0.5668541855198038
20.0,15.84893192461124,17.78279410038934,0.04722571377267014,5.615490292878359,0.5668541855198038
20.0,17.78279410038934,19.952623149688932,0.03968396480517149,5.615490292878359,0.5668541855198038
20.0,19.952623149688932,22.38721138568356,0.046507451966241696,5.615490292878359,0.5668541855198038
20.0,22.38721138568356,25.118864315095976,0.03447656670856527,5.615490292878359,0.5668541855198038
20.0,25.118864315095976,28.183829312644722,0.02675525228945951,5.615490292878359,0.5668541855198038
20.0,28.183829312644722,31.62277660168402,0.013467408870533309,5.615490292878359,0.5668541855198038
20.0,31.62277660168402,35.481338923357825,0.005746094451427546,5.615490292878359,0.5668541855198038
20.0,35.481338923357825,39.81071705535002,0.0010773927096426647,5.615490292878359,0.5668541855198038
20.0,39.81071705535002,44.66835921509662,0.0001795654516071108,5.615490292878359,0.5668541855198038
20.0,44.66835921509662,50.11872336272761,0.0003591309032142216,5.615490292878359,0.5668541855198038
20.0,50.11872336272761,56.23413251903537,1e-12,5.615490292878359,0.5668541855198038
20.0,56.23413251903537,63.09573444801982,0.0001795654516071108,5.615490292878359,0.5668541855198038
20.0,63.09573444801982,70.7945784384143,1e-12,5.615490292878359,0.5668541855198038
20.0,70.7945784384143,79.43282347242878,1e-12,5.615490292878359,0.5668541855198038
20.0,79.43282347242878,89.12509381337532,1e-12,5.615490292878359,0.5668541855198038
20.0,89.12509381337532,100.00000000000082,1e-12,5.615490292878359,0.5668541855198038
30.0,0.01,0.011220184543019636,1e-12,12.735966416929699,0.4333737534416683
30.0,0.011220184543019636,0.012589254117941675,1e-12,12.735966416929699,0.4333737534416683
30.0,0.012589254117941675,0.014125375446227547,1e-12,12.735966416929699,0.4333737534416683
30.0,0.014125375446227547,0.01584893192461114,1e-12,12.735966416929699,0.4333737534416683
30.0,0.01584893192461114,0.017782794100389236,1e-12,12.735966416929699,0.4333737534416683
30.0,0.017782794100389236,0.01995262314968881,1e-12,12.735966416929699,0.4333737534416683
30.0,0.01995262314968881,0.022387211385683413,1e-12,12.735966416929699,0.4333737534416683
30.0,0.022387211385683413,0.025118864315095822,1e-12,12.735966416929699,0.4333737534416683
