ZD_deg,Ereco_min_TeV,Ereco_max_TeV,BckgRate_per_second,Theta_cut_deg,Gammaness_cut
20.0,0.01,0.011220184543019636,1e-12,11.256804748783765,0.45720564034788713
20.0,0.011220184543019636,0.012589254117941675,1e-12,11.256804748783765,0.45720564034788713
20.0,0.012589254117941675,0.014125375446227547,1e-12,11.256804748783765,0.45720564034788713
20.0,0.014125375446227547,0.01584893192461114,1e-12,11.256804748783765,0.45720564034788713
20.0,0.01584893192461114,0.017782794100389236,1e-12,11.256804748783765,0.45720564034788713
20.0,0.017782794100389236,0.01995262314968881,1e-12,11.256804748783765,0.45720564034788713
20.0,0.01995262314968881,0.022387211385683413,1e-12,11.256804748783765,0.45720564034788713
20.0,0.022387211385683413,0.025118864315095822,1e-12,11.256804748783765,0.45720564034788713
20.0,0.025118864315095822,0.028183829312644564,1e-12,11.256804748783765,0.45720564034788713
20.0,0.028183829312644564,0.031622776601683826,1e-12,11.256804748783765,0.45720564034788713
20.0,0.031622776601683826,0.035481338923357586,1e-12,11.256804748783765,0.45720564034788713
20.0,0.035481338923357586,0.039810717055349776,1e-12,11.256804748783765,0.45720564034788713
20.0,0.039810717055349776,0.04466835921509637,1e-12,11.256804748783765,0.45720564034788713
20.0,0.04466835921509637,0.050118723362727303,1e-12,11.256804748783765,0.45720564034788713
20.0,0.050118723362727303,0.056234132519034995,1e-12,11.256804748783765,0.45720564034788713
20.0,0.056234132519034995,0.06309573444801943,1e-12,11.256804748783765,0.45720564034788713
20.0,0.06309573444801943,0.07079457843841391,1e-12,11.256804748783765,0.45720564034788713
20.0,0.07079457843841391,0.07943282347242829,1e-12,11.256804748783765,0.45720564034788713
20.0,0.07943282347242829,0.08912509381337473,1e-12,11.256804748783765,0.45720564034788713
20.0,0.08912509381337473,0.1000000000000002,1e-12,11.256804748783765,0.45720564034788713
20.0,0.1000000000000002,0.11220184543019658,1e-12,11.256804748783765,0.45720564034788713
20.0,0.11220184543019658,0.125892541179417,1e-12,11.256804748783765,0.45720564034788713
20.0,0.125892541179417,0.14125375446227575,1e-12,11.256804748783765,0.45720564034788713
20.0,0.14125375446227575,0.15848931924611173,1e-12,11.256804748783765,0.45720564034788713
20.0,0.15848931924611173,0.17782794100389274,1e-12,11.256804748783765,0.45720564034788713
20.0,0.17782794100389274,0.1995262314968885,1e-12,11.256804748783765,0.45720564034788713
20.0,0.1995262314968885,0.2238721138568346,1e-12,11.256804748783765,0.45720564034788713
20.0,0.2238721138568346,0.25118864315095873,1e-12,11.256804748783765,0.45720564034788713
20.0,0.25118864315095873,0.2818382931264462,1e-12,11.256804748783765,0.45720564034788713
20.0,0.2818382931264462,0.3162277660168389,1e-12,11.256804748783765,0.45720564034788713
20.0,0.3162277660168389,0.3548133892335766,1e-12,11.256804748783765,0.45720564034788713
20.0,0.3548133892335766,0.39810717055349853,1e-12,11.256804748783765,0.45720564034788713
20.0,0.39810717055349853,0.44668359215096465,1e-12,11.256804748783765,0.45720564034788713
20.0,0.44668359215096465,0.501187233627274,1e-12,11.256804748783765,0.45720564034788713
20.0,0.501187233627274,0.5623413251903511,1e-12,11.256804748783765,0.45720564034788713
20.0,0.5623413251903511,0.6309573444801956,1e-12,11.256804748783765,0.45720564034788713
20.0,0.6309573444801956,0.7079457843841406,2.0435688887072383e-05,11.256804748783765,0.45720564034788713
20.0,0.7079457843841406,0.7943282347242846,1e-12,11.256804748783765,0.45720564034788713
